location,date,vaccine,total_vaccinations
Lithuania,15/03/2021,Moderna,23084
Lithuania,15/03/2021,Oxford/AstraZeneca,75561
Lithuania,15/03/2021,Pfizer/BioNTech,254322
Lithuania,16/03/2021,Moderna,23287
Lithuania,16/03/2021,Oxford/AstraZeneca,78895
Lithuania,16/03/2021,Pfizer/BioNTech,260881
Lithuania,17/03/2021,Moderna,23391
Lithuania,17/03/2021,Oxford/AstraZeneca,78989
Lithuania,17/03/2021,Pfizer/BioNTech,271082
Lithuania,18/03/2021,Moderna,23524
Lithuania,18/03/2021,Oxford/AstraZeneca,79016
Lithuania,18/03/2021,Pfizer/BioNTech,279244
Lithuania,19/03/2021,Moderna,25737
Lithuania,19/03/2021,Oxford/AstraZeneca,79546
Lithuania,19/03/2021,Pfizer/BioNTech,285750
Lithuania,20/03/2021,Moderna,26271
Lithuania,20/03/2021,Oxford/AstraZeneca,79550
Lithuania,20/03/2021,Pfizer/BioNTech,285950
Lithuania,21/03/2021,Moderna,26273
Lithuania,21/03/2021,Oxford/AstraZeneca,79553
Lithuania,21/03/2021,Pfizer/BioNTech,285980
Lithuania,22/03/2021,Moderna,31092
Lithuania,22/03/2021,Oxford/AstraZeneca,81857
Lithuania,22/03/2021,Pfizer/BioNTech,287123
Lithuania,23/03/2021,Moderna,32653
Lithuania,23/03/2021,Oxford/AstraZeneca,84650
Lithuania,23/03/2021,Pfizer/BioNTech,295690
Lithuania,24/03/2021,Moderna,33771
Lithuania,24/03/2021,Oxford/AstraZeneca,89247
Lithuania,24/03/2021,Pfizer/BioNTech,307616
Lithuania,25/03/2021,Moderna,34780
Lithuania,25/03/2021,Oxford/AstraZeneca,93722
Lithuania,25/03/2021,Pfizer/BioNTech,319127
Lithuania,26/03/2021,Moderna,36409
Lithuania,26/03/2021,Oxford/AstraZeneca,99294
Lithuania,26/03/2021,Pfizer/BioNTech,328389
Lithuania,27/03/2021,Moderna,36485
Lithuania,27/03/2021,Oxford/AstraZeneca,102122
Lithuania,27/03/2021,Pfizer/BioNTech,328640
Lithuania,28/03/2021,Moderna,36486
Lithuania,28/03/2021,Oxford/AstraZeneca,102224
Lithuania,28/03/2021,Pfizer/BioNTech,328724
Lithuania,29/03/2021,Moderna,37911
Lithuania,29/03/2021,Oxford/AstraZeneca,107679
Lithuania,29/03/2021,Pfizer/BioNTech,329715
Lithuania,30/03/2021,Moderna,38102
Lithuania,30/03/2021,Oxford/AstraZeneca,110218
Lithuania,30/03/2021,Pfizer/BioNTech,339894
Lithuania,31/03/2021,Moderna,39540
Lithuania,31/03/2021,Oxford/AstraZeneca,112305
Lithuania,31/03/2021,Pfizer/BioNTech,357163
Lithuania,01/04/2021,Moderna,46788
Lithuania,01/04/2021,Oxford/AstraZeneca,115169
Lithuania,01/04/2021,Pfizer/BioNTech,365389
Lithuania,02/04/2021,Moderna,53321
Lithuania,02/04/2021,Oxford/AstraZeneca,120873
Lithuania,02/04/2021,Pfizer/BioNTech,373000
Lithuania,03/04/2021,Moderna,53514
Lithuania,03/04/2021,Oxford/AstraZeneca,128581
Lithuania,03/04/2021,Pfizer/BioNTech,373768
Lithuania,04/04/2021,Moderna,53514
Lithuania,04/04/2021,Oxford/AstraZeneca,130984
Lithuania,04/04/2021,Pfizer/BioNTech,373776
Lithuania,05/04/2021,Moderna,53524
Lithuania,05/04/2021,Oxford/AstraZeneca,134496
Lithuania,05/04/2021,Pfizer/BioNTech,373977
Lithuania,06/04/2021,Moderna,56191
Lithuania,06/04/2021,Oxford/AstraZeneca,145088
Lithuania,06/04/2021,Pfizer/BioNTech,375426
Lithuania,07/04/2021,Moderna,57444
Lithuania,07/04/2021,Oxford/AstraZeneca,155043
Lithuania,07/04/2021,Pfizer/BioNTech,376978
Lithuania,08/04/2021,Moderna,58864
Lithuania,08/04/2021,Oxford/AstraZeneca,157774
Lithuania,08/04/2021,Pfizer/BioNTech,399816
Lithuania,09/04/2021,Moderna,59296
Lithuania,09/04/2021,Oxford/AstraZeneca,163013
Lithuania,09/04/2021,Pfizer/BioNTech,427669
Lithuania,10/04/2021,Moderna,59373
Lithuania,10/04/2021,Oxford/AstraZeneca,167215
Lithuania,10/04/2021,Pfizer/BioNTech,439025
Lithuania,11/04/2021,Moderna,59432
Lithuania,11/04/2021,Oxford/AstraZeneca,167837
Lithuania,11/04/2021,Pfizer/BioNTech,440072
Lithuania,12/04/2021,Moderna,59689
Lithuania,12/04/2021,Oxford/AstraZeneca,171881
Lithuania,12/04/2021,Pfizer/BioNTech,444551
Lithuania,13/04/2021,Moderna,60097
Lithuania,13/04/2021,Oxford/AstraZeneca,174432
Lithuania,13/04/2021,Pfizer/BioNTech,460461
Lithuania,14/04/2021,Moderna,60319
Lithuania,14/04/2021,Oxford/AstraZeneca,175510
Lithuania,14/04/2021,Pfizer/BioNTech,485998
Lithuania,15/04/2021,Moderna,60567
Lithuania,15/04/2021,Oxford/AstraZeneca,178831
Lithuania,15/04/2021,Pfizer/BioNTech,505663
Lithuania,16/04/2021,Moderna,60874
Lithuania,16/04/2021,Oxford/AstraZeneca,185075
Lithuania,16/04/2021,Pfizer/BioNTech,519582
Lithuania,17/04/2021,Moderna,60906
Lithuania,17/04/2021,Oxford/AstraZeneca,186251
Lithuania,17/04/2021,Pfizer/BioNTech,520883
Lithuania,18/04/2021,Moderna,60907
Lithuania,18/04/2021,Oxford/AstraZeneca,186332
Lithuania,18/04/2021,Pfizer/BioNTech,520887
Lithuania,19/04/2021,Moderna,61339
Lithuania,19/04/2021,Oxford/AstraZeneca,190309
Lithuania,19/04/2021,Pfizer/BioNTech,522331
Lithuania,20/04/2021,Moderna,63098
Lithuania,20/04/2021,Oxford/AstraZeneca,191784
Lithuania,20/04/2021,Pfizer/BioNTech,534386
Lithuania,21/04/2021,Johnson&Johnson,4
Lithuania,21/04/2021,Moderna,67252
Lithuania,21/04/2021,Oxford/AstraZeneca,192431
Lithuania,21/04/2021,Pfizer/BioNTech,556291
Lithuania,22/04/2021,Johnson&Johnson,4
Lithuania,22/04/2021,Moderna,71201
Lithuania,22/04/2021,Oxford/AstraZeneca,194571
Lithuania,22/04/2021,Pfizer/BioNTech,576410
Lithuania,23/04/2021,Johnson&Johnson,6
Lithuania,23/04/2021,Moderna,72674
Lithuania,23/04/2021,Oxford/AstraZeneca,202454
Lithuania,23/04/2021,Pfizer/BioNTech,591739
Lithuania,24/04/2021,Johnson&Johnson,6
Lithuania,24/04/2021,Moderna,74029
Lithuania,24/04/2021,Oxford/AstraZeneca,203736
Lithuania,24/04/2021,Pfizer/BioNTech,593662
Lithuania,25/04/2021,Johnson&Johnson,6
Lithuania,25/04/2021,Moderna,74030
Lithuania,25/04/2021,Oxford/AstraZeneca,203757
Lithuania,25/04/2021,Pfizer/BioNTech,593910
Lithuania,26/04/2021,Johnson&Johnson,16
Lithuania,26/04/2021,Moderna,74844
Lithuania,26/04/2021,Oxford/AstraZeneca,208033
Lithuania,26/04/2021,Pfizer/BioNTech,595000
Lithuania,27/04/2021,Johnson&Johnson,66
Lithuania,27/04/2021,Moderna,75270
Lithuania,27/04/2021,Oxford/AstraZeneca,209400
Lithuania,27/04/2021,Pfizer/BioNTech,606254
Lithuania,28/04/2021,Johnson&Johnson,228
Lithuania,28/04/2021,Moderna,75844
Lithuania,28/04/2021,Oxford/AstraZeneca,210089
Lithuania,28/04/2021,Pfizer/BioNTech,620223
Lithuania,29/04/2021,Johnson&Johnson,340
Lithuania,29/04/2021,Moderna,77928
Lithuania,29/04/2021,Oxford/AstraZeneca,212247
Lithuania,29/04/2021,Pfizer/BioNTech,648644
Lithuania,30/04/2021,Johnson&Johnson,474
Lithuania,30/04/2021,Moderna,82350
Lithuania,30/04/2021,Oxford/AstraZeneca,213937
Lithuania,30/04/2021,Pfizer/BioNTech,680216
Lithuania,01/05/2021,Johnson&Johnson,516
Lithuania,01/05/2021,Moderna,82777
Lithuania,01/05/2021,Oxford/AstraZeneca,214774
Lithuania,01/05/2021,Pfizer/BioNTech,694722
Lithuania,02/05/2021,Johnson&Johnson,516
Lithuania,02/05/2021,Moderna,82778
Lithuania,02/05/2021,Oxford/AstraZeneca,214781
Lithuania,02/05/2021,Pfizer/BioNTech,695462
Lithuania,03/05/2021,Johnson&Johnson,642
Lithuania,03/05/2021,Moderna,86058
Lithuania,03/05/2021,Oxford/AstraZeneca,219523
Lithuania,03/05/2021,Pfizer/BioNTech,700731
Lithuania,04/05/2021,Johnson&Johnson,952
Lithuania,04/05/2021,Moderna,89165
Lithuania,04/05/2021,Oxford/AstraZeneca,223042
Lithuania,04/05/2021,Pfizer/BioNTech,722140
Lithuania,05/05/2021,Johnson&Johnson,1482
Lithuania,05/05/2021,Moderna,90819
Lithuania,05/05/2021,Oxford/AstraZeneca,226305
Lithuania,05/05/2021,Pfizer/BioNTech,751495
Lithuania,06/05/2021,Johnson&Johnson,2132
Lithuania,06/05/2021,Moderna,96526
Lithuania,06/05/2021,Oxford/AstraZeneca,230188
Lithuania,06/05/2021,Pfizer/BioNTech,776899
Lithuania,07/05/2021,Johnson&Johnson,3848
Lithuania,07/05/2021,Moderna,101081
Lithuania,07/05/2021,Oxford/AstraZeneca,238970
Lithuania,07/05/2021,Pfizer/BioNTech,795833
Lithuania,08/05/2021,Johnson&Johnson,4148
Lithuania,08/05/2021,Moderna,102532
Lithuania,08/05/2021,Oxford/AstraZeneca,249076
Lithuania,08/05/2021,Pfizer/BioNTech,799797
Lithuania,09/05/2021,Johnson&Johnson,4150
Lithuania,09/05/2021,Moderna,102532
Lithuania,09/05/2021,Oxford/AstraZeneca,256211
Lithuania,09/05/2021,Pfizer/BioNTech,799799
Lithuania,10/05/2021,Johnson&Johnson,5804
Lithuania,10/05/2021,Moderna,104846
Lithuania,10/05/2021,Oxford/AstraZeneca,270442
Lithuania,10/05/2021,Pfizer/BioNTech,802271
Lithuania,11/05/2021,Johnson&Johnson,6536
Lithuania,11/05/2021,Moderna,107660
Lithuania,11/05/2021,Oxford/AstraZeneca,273585
Lithuania,11/05/2021,Pfizer/BioNTech,822116
Lithuania,12/05/2021,Johnson&Johnson,6974
Lithuania,12/05/2021,Moderna,108850
Lithuania,12/05/2021,Oxford/AstraZeneca,276196
Lithuania,12/05/2021,Pfizer/BioNTech,849634
Lithuania,13/05/2021,Johnson&Johnson,7896
Lithuania,13/05/2021,Moderna,110969
Lithuania,13/05/2021,Oxford/AstraZeneca,279027
Lithuania,13/05/2021,Pfizer/BioNTech,874038
Lithuania,14/05/2021,Johnson&Johnson,8560
Lithuania,14/05/2021,Moderna,113788
Lithuania,14/05/2021,Oxford/AstraZeneca,283155
Lithuania,14/05/2021,Pfizer/BioNTech,898075
Lithuania,15/05/2021,Johnson&Johnson,8592
Lithuania,15/05/2021,Moderna,114029
Lithuania,15/05/2021,Oxford/AstraZeneca,285773
Lithuania,15/05/2021,Pfizer/BioNTech,901339
Lithuania,16/05/2021,Johnson&Johnson,8592
Lithuania,16/05/2021,Moderna,114154
Lithuania,16/05/2021,Oxford/AstraZeneca,285813
Lithuania,16/05/2021,Pfizer/BioNTech,901676
Lithuania,17/05/2021,Johnson&Johnson,9460
Lithuania,17/05/2021,Moderna,122579
Lithuania,17/05/2021,Oxford/AstraZeneca,290154
Lithuania,17/05/2021,Pfizer/BioNTech,903847
Lithuania,18/05/2021,Johnson&Johnson,10710
Lithuania,18/05/2021,Moderna,124660
Lithuania,18/05/2021,Oxford/AstraZeneca,292862
Lithuania,18/05/2021,Pfizer/BioNTech,922495
Lithuania,19/05/2021,Johnson&Johnson,12030
Lithuania,19/05/2021,Moderna,127801
Lithuania,19/05/2021,Oxford/AstraZeneca,296554
Lithuania,19/05/2021,Pfizer/BioNTech,947626
Lithuania,20/05/2021,Johnson&Johnson,14388
Lithuania,20/05/2021,Moderna,130487
Lithuania,20/05/2021,Oxford/AstraZeneca,301078
Lithuania,20/05/2021,Pfizer/BioNTech,970806
Lithuania,21/05/2021,Johnson&Johnson,16360
Lithuania,21/05/2021,Moderna,133239
Lithuania,21/05/2021,Oxford/AstraZeneca,305128
Lithuania,21/05/2021,Pfizer/BioNTech,987995
Lithuania,22/05/2021,Johnson&Johnson,16794
Lithuania,22/05/2021,Moderna,134769
Lithuania,22/05/2021,Oxford/AstraZeneca,305495
Lithuania,22/05/2021,Pfizer/BioNTech,994766
Lithuania,23/05/2021,Johnson&Johnson,17442
Lithuania,23/05/2021,Moderna,134904
Lithuania,23/05/2021,Oxford/AstraZeneca,305526
Lithuania,23/05/2021,Pfizer/BioNTech,995791
Lithuania,24/05/2021,Johnson&Johnson,19596
Lithuania,24/05/2021,Moderna,137547
Lithuania,24/05/2021,Oxford/AstraZeneca,309418
Lithuania,24/05/2021,Pfizer/BioNTech,1001686
Lithuania,25/05/2021,Johnson&Johnson,21416
Lithuania,25/05/2021,Moderna,139840
Lithuania,25/05/2021,Oxford/AstraZeneca,312372
Lithuania,25/05/2021,Pfizer/BioNTech,1020432
Lithuania,26/05/2021,Johnson&Johnson,23034
Lithuania,26/05/2021,Moderna,140805
Lithuania,26/05/2021,Oxford/AstraZeneca,316194
Lithuania,26/05/2021,Pfizer/BioNTech,1043366
Lithuania,27/05/2021,Johnson&Johnson,25220
Lithuania,27/05/2021,Moderna,141643
Lithuania,27/05/2021,Oxford/AstraZeneca,319085
Lithuania,27/05/2021,Pfizer/BioNTech,1067945
Lithuania,28/05/2021,Johnson&Johnson,28166
Lithuania,28/05/2021,Moderna,144735
Lithuania,28/05/2021,Oxford/AstraZeneca,322911
Lithuania,28/05/2021,Pfizer/BioNTech,1090675
Lithuania,29/05/2021,Johnson&Johnson,34380
Lithuania,29/05/2021,Moderna,145042
Lithuania,29/05/2021,Oxford/AstraZeneca,323201
Lithuania,29/05/2021,Pfizer/BioNTech,1095422
Lithuania,30/05/2021,Johnson&Johnson,34380
Lithuania,30/05/2021,Moderna,145104
Lithuania,30/05/2021,Oxford/AstraZeneca,323220
Lithuania,30/05/2021,Pfizer/BioNTech,1095937
Lithuania,31/05/2021,Johnson&Johnson,35230
Lithuania,31/05/2021,Moderna,149058
Lithuania,31/05/2021,Oxford/AstraZeneca,333109
Lithuania,31/05/2021,Pfizer/BioNTech,1099778
Lithuania,01/06/2021,Johnson&Johnson,36638
Lithuania,01/06/2021,Moderna,152026
Lithuania,01/06/2021,Oxford/AstraZeneca,335708
Lithuania,01/06/2021,Pfizer/BioNTech,1125673
Lithuania,02/06/2021,Johnson&Johnson,38052
Lithuania,02/06/2021,Moderna,153474
Lithuania,02/06/2021,Oxford/AstraZeneca,341104
Lithuania,02/06/2021,Pfizer/BioNTech,1158203
Lithuania,03/06/2021,Johnson&Johnson,40258
Lithuania,03/06/2021,Moderna,155505
Lithuania,03/06/2021,Oxford/AstraZeneca,344124
Lithuania,03/06/2021,Pfizer/BioNTech,1188660
Lithuania,04/06/2021,Johnson&Johnson,43312
Lithuania,04/06/2021,Moderna,158799
Lithuania,04/06/2021,Oxford/AstraZeneca,350723
Lithuania,04/06/2021,Pfizer/BioNTech,1218387
Lithuania,05/06/2021,Johnson&Johnson,48092
Lithuania,05/06/2021,Moderna,160489
Lithuania,05/06/2021,Oxford/AstraZeneca,351121
Lithuania,05/06/2021,Pfizer/BioNTech,1229855
Lithuania,06/06/2021,Johnson&Johnson,48100
Lithuania,06/06/2021,Moderna,160583
Lithuania,06/06/2021,Oxford/AstraZeneca,351175
Lithuania,06/06/2021,Pfizer/BioNTech,1235320
Lithuania,07/06/2021,Johnson&Johnson,51318
Lithuania,07/06/2021,Moderna,163302
Lithuania,07/06/2021,Oxford/AstraZeneca,363460
Lithuania,07/06/2021,Pfizer/BioNTech,1240276
Lithuania,08/06/2021,Johnson&Johnson,54422
Lithuania,08/06/2021,Moderna,166197
Lithuania,08/06/2021,Oxford/AstraZeneca,367312
Lithuania,08/06/2021,Pfizer/BioNTech,1258393
Lithuania,09/06/2021,Johnson&Johnson,58236
Lithuania,09/06/2021,Moderna,168017
Lithuania,09/06/2021,Oxford/AstraZeneca,370039
Lithuania,09/06/2021,Pfizer/BioNTech,1279696
Lithuania,10/06/2021,Johnson&Johnson,61818
Lithuania,10/06/2021,Moderna,170400
Lithuania,10/06/2021,Oxford/AstraZeneca,371958
Lithuania,10/06/2021,Pfizer/BioNTech,1298743
Lithuania,11/06/2021,Johnson&Johnson,65346
Lithuania,11/06/2021,Moderna,173410
Lithuania,11/06/2021,Oxford/AstraZeneca,373962
Lithuania,11/06/2021,Pfizer/BioNTech,1315043
Lithuania,12/06/2021,Johnson&Johnson,67302
Lithuania,12/06/2021,Moderna,173645
Lithuania,12/06/2021,Oxford/AstraZeneca,374233
Lithuania,12/06/2021,Pfizer/BioNTech,1319494
Lithuania,13/06/2021,Johnson&Johnson,73340
Lithuania,13/06/2021,Moderna,173780
Lithuania,13/06/2021,Oxford/AstraZeneca,374310
Lithuania,13/06/2021,Pfizer/BioNTech,1320455
Lithuania,14/06/2021,Johnson&Johnson,74684
Lithuania,14/06/2021,Moderna,182805
Lithuania,14/06/2021,Oxford/AstraZeneca,379450
Lithuania,14/06/2021,Pfizer/BioNTech,1325258
Lithuania,15/06/2021,Johnson&Johnson,78584
Lithuania,15/06/2021,Moderna,184892
Lithuania,15/06/2021,Oxford/AstraZeneca,382417
Lithuania,15/06/2021,Pfizer/BioNTech,1342566
Lithuania,16/06/2021,Johnson&Johnson,80872
Lithuania,16/06/2021,Moderna,187455
Lithuania,16/06/2021,Oxford/AstraZeneca,388232
Lithuania,16/06/2021,Pfizer/BioNTech,1361899
Lithuania,17/06/2021,Johnson&Johnson,83392
Lithuania,17/06/2021,Moderna,189656
Lithuania,17/06/2021,Oxford/AstraZeneca,392665
Lithuania,17/06/2021,Pfizer/BioNTech,1382993
Lithuania,18/06/2021,Johnson&Johnson,84368
Lithuania,18/06/2021,Moderna,191138
Lithuania,18/06/2021,Oxford/AstraZeneca,397632
Lithuania,18/06/2021,Pfizer/BioNTech,1401672
Lithuania,19/06/2021,Johnson&Johnson,85508
Lithuania,19/06/2021,Moderna,191669
Lithuania,19/06/2021,Oxford/AstraZeneca,400778
Lithuania,19/06/2021,Pfizer/BioNTech,1403933
Lithuania,20/06/2021,Johnson&Johnson,86042
Lithuania,20/06/2021,Moderna,191795
Lithuania,20/06/2021,Oxford/AstraZeneca,400877
Lithuania,20/06/2021,Pfizer/BioNTech,1404497
Lithuania,21/06/2021,Johnson&Johnson,88226
Lithuania,21/06/2021,Moderna,194116
Lithuania,21/06/2021,Oxford/AstraZeneca,407363
Lithuania,21/06/2021,Pfizer/BioNTech,1410645
Lithuania,22/06/2021,Johnson&Johnson,89204
Lithuania,22/06/2021,Moderna,196105
Lithuania,22/06/2021,Oxford/AstraZeneca,412537
Lithuania,22/06/2021,Pfizer/BioNTech,1428353
Lithuania,23/06/2021,Johnson&Johnson,89356
Lithuania,23/06/2021,Moderna,196890
Lithuania,23/06/2021,Oxford/AstraZeneca,419973
Lithuania,23/06/2021,Pfizer/BioNTech,1447572
Lithuania,24/06/2021,Johnson&Johnson,89626
Lithuania,24/06/2021,Moderna,196965
Lithuania,24/06/2021,Oxford/AstraZeneca,420356
Lithuania,24/06/2021,Pfizer/BioNTech,1457224
Lithuania,25/06/2021,Johnson&Johnson,90496
Lithuania,25/06/2021,Moderna,198658
Lithuania,25/06/2021,Oxford/AstraZeneca,422780
Lithuania,25/06/2021,Pfizer/BioNTech,1481614
Lithuania,26/06/2021,Johnson&Johnson,90538
Lithuania,26/06/2021,Moderna,198891
Lithuania,26/06/2021,Oxford/AstraZeneca,423089
Lithuania,26/06/2021,Pfizer/BioNTech,1489483
Lithuania,27/06/2021,Johnson&Johnson,90684
Lithuania,27/06/2021,Moderna,198945
Lithuania,27/06/2021,Oxford/AstraZeneca,423153
Lithuania,27/06/2021,Pfizer/BioNTech,1495514
Lithuania,28/06/2021,Johnson&Johnson,91438
Lithuania,28/06/2021,Moderna,200910
Lithuania,28/06/2021,Oxford/AstraZeneca,429966
Lithuania,28/06/2021,Pfizer/BioNTech,1506311
Lithuania,29/06/2021,Johnson&Johnson,94148
Lithuania,29/06/2021,Moderna,202522
Lithuania,29/06/2021,Oxford/AstraZeneca,437958
Lithuania,29/06/2021,Pfizer/BioNTech,1520292
Lithuania,30/06/2021,Johnson&Johnson,97640
Lithuania,30/06/2021,Moderna,203864
Lithuania,30/06/2021,Oxford/AstraZeneca,444687
Lithuania,30/06/2021,Pfizer/BioNTech,1533911
Lithuania,01/07/2021,Johnson&Johnson,100502
Lithuania,01/07/2021,Moderna,205124
Lithuania,01/07/2021,Oxford/AstraZeneca,448186
Lithuania,01/07/2021,Pfizer/BioNTech,1544945
Lithuania,02/07/2021,Johnson&Johnson,102986
Lithuania,02/07/2021,Moderna,206349
Lithuania,02/07/2021,Oxford/AstraZeneca,453568
Lithuania,02/07/2021,Pfizer/BioNTech,1556731
Lithuania,03/07/2021,Johnson&Johnson,103888
Lithuania,03/07/2021,Moderna,206617
Lithuania,03/07/2021,Oxford/AstraZeneca,454303
Lithuania,03/07/2021,Pfizer/BioNTech,1560972
Lithuania,04/07/2021,Johnson&Johnson,104290
Lithuania,04/07/2021,Moderna,206633
Lithuania,04/07/2021,Oxford/AstraZeneca,454361
Lithuania,04/07/2021,Pfizer/BioNTech,1561149
Lithuania,05/07/2021,Johnson&Johnson,105898
Lithuania,05/07/2021,Moderna,207732
Lithuania,05/07/2021,Oxford/AstraZeneca,460487
Lithuania,05/07/2021,Pfizer/BioNTech,1566165
Lithuania,06/07/2021,Johnson&Johnson,106458
Lithuania,06/07/2021,Moderna,207906
Lithuania,06/07/2021,Oxford/AstraZeneca,460724
Lithuania,06/07/2021,Pfizer/BioNTech,1570174
Lithuania,07/07/2021,Johnson&Johnson,109816
Lithuania,07/07/2021,Moderna,208942
Lithuania,07/07/2021,Oxford/AstraZeneca,463021
Lithuania,07/07/2021,Pfizer/BioNTech,1581377
Lithuania,08/07/2021,Johnson&Johnson,113948
Lithuania,08/07/2021,Moderna,209534
Lithuania,08/07/2021,Oxford/AstraZeneca,466454
Lithuania,08/07/2021,Pfizer/BioNTech,1592227
Lithuania,09/07/2021,Johnson&Johnson,116934
Lithuania,09/07/2021,Moderna,210431
Lithuania,09/07/2021,Oxford/AstraZeneca,469674
Lithuania,09/07/2021,Pfizer/BioNTech,1601042
Lithuania,10/07/2021,Johnson&Johnson,119828
Lithuania,10/07/2021,Moderna,210652
Lithuania,10/07/2021,Oxford/AstraZeneca,471294
Lithuania,10/07/2021,Pfizer/BioNTech,1601890
Lithuania,11/07/2021,Johnson&Johnson,120066
Lithuania,11/07/2021,Moderna,210681
Lithuania,11/07/2021,Oxford/AstraZeneca,471358
Lithuania,11/07/2021,Pfizer/BioNTech,1601968
Lithuania,12/07/2021,Johnson&Johnson,121720
Lithuania,12/07/2021,Moderna,212006
Lithuania,12/07/2021,Oxford/AstraZeneca,475723
Lithuania,12/07/2021,Pfizer/BioNTech,1606988
Lithuania,13/07/2021,Johnson&Johnson,124606
Lithuania,13/07/2021,Moderna,212383
Lithuania,13/07/2021,Oxford/AstraZeneca,477694
Lithuania,13/07/2021,Pfizer/BioNTech,1613103
Lithuania,14/07/2021,Johnson&Johnson,126956
Lithuania,14/07/2021,Moderna,212945
Lithuania,14/07/2021,Oxford/AstraZeneca,478916
Lithuania,14/07/2021,Pfizer/BioNTech,1618939
Lithuania,15/07/2021,Johnson&Johnson,132618
Lithuania,15/07/2021,Moderna,213912
Lithuania,15/07/2021,Oxford/AstraZeneca,480665
Lithuania,15/07/2021,Pfizer/BioNTech,1624217
Lithuania,16/07/2021,Johnson&Johnson,137382
Lithuania,16/07/2021,Moderna,214466
Lithuania,16/07/2021,Oxford/AstraZeneca,483413
Lithuania,16/07/2021,Pfizer/BioNTech,1631018
Lithuania,17/07/2021,Johnson&Johnson,138522
Lithuania,17/07/2021,Moderna,214862
Lithuania,17/07/2021,Oxford/AstraZeneca,483847
Lithuania,17/07/2021,Pfizer/BioNTech,1632747
Lithuania,18/07/2021,Johnson&Johnson,138838
Lithuania,18/07/2021,Moderna,214982
Lithuania,18/07/2021,Oxford/AstraZeneca,483902
Lithuania,18/07/2021,Pfizer/BioNTech,1633945
Lithuania,19/07/2021,Johnson&Johnson,140460
Lithuania,19/07/2021,Moderna,216037
Lithuania,19/07/2021,Oxford/AstraZeneca,487628
Lithuania,19/07/2021,Pfizer/BioNTech,1639239
Lithuania,20/07/2021,Johnson&Johnson,143952
Lithuania,20/07/2021,Moderna,216695
Lithuania,20/07/2021,Oxford/AstraZeneca,489359
Lithuania,20/07/2021,Pfizer/BioNTech,1646633
Lithuania,21/07/2021,Johnson&Johnson,145466
Lithuania,21/07/2021,Moderna,217264
Lithuania,21/07/2021,Oxford/AstraZeneca,490929
Lithuania,21/07/2021,Pfizer/BioNTech,1656768
Lithuania,22/07/2021,Johnson&Johnson,148564
Lithuania,22/07/2021,Moderna,218219
Lithuania,22/07/2021,Oxford/AstraZeneca,492534
Lithuania,22/07/2021,Pfizer/BioNTech,1669576
Lithuania,23/07/2021,Johnson&Johnson,152110
Lithuania,23/07/2021,Moderna,219252
Lithuania,23/07/2021,Oxford/AstraZeneca,494303
Lithuania,23/07/2021,Pfizer/BioNTech,1680946
Lithuania,24/07/2021,Johnson&Johnson,153360
Lithuania,24/07/2021,Moderna,219476
Lithuania,24/07/2021,Oxford/AstraZeneca,494795
Lithuania,24/07/2021,Pfizer/BioNTech,1683487
Lithuania,25/07/2021,Johnson&Johnson,154586
Lithuania,25/07/2021,Moderna,219645
Lithuania,25/07/2021,Oxford/AstraZeneca,494949
Lithuania,25/07/2021,Pfizer/BioNTech,1684003
Lithuania,26/07/2021,Johnson&Johnson,157184
Lithuania,26/07/2021,Moderna,220723
Lithuania,26/07/2021,Oxford/AstraZeneca,497231
Lithuania,26/07/2021,Pfizer/BioNTech,1695481
Lithuania,27/07/2021,Johnson&Johnson,159154
Lithuania,27/07/2021,Moderna,221424
Lithuania,27/07/2021,Oxford/AstraZeneca,499942
Lithuania,27/07/2021,Pfizer/BioNTech,1706179
Lithuania,28/07/2021,Johnson&Johnson,159702
Lithuania,28/07/2021,Moderna,222437
Lithuania,28/07/2021,Oxford/AstraZeneca,502338
Lithuania,28/07/2021,Pfizer/BioNTech,1719311
Lithuania,29/07/2021,Johnson&Johnson,160638
Lithuania,29/07/2021,Moderna,223895
Lithuania,29/07/2021,Oxford/AstraZeneca,504489
Lithuania,29/07/2021,Pfizer/BioNTech,1736217
Lithuania,30/07/2021,Johnson&Johnson,162166
Lithuania,30/07/2021,Moderna,224525
Lithuania,30/07/2021,Oxford/AstraZeneca,508373
Lithuania,30/07/2021,Pfizer/BioNTech,1747241
Lithuania,31/07/2021,Johnson&Johnson,163948
Lithuania,31/07/2021,Moderna,224635
Lithuania,31/07/2021,Oxford/AstraZeneca,511298
Lithuania,31/07/2021,Pfizer/BioNTech,1749591
Lithuania,01/08/2021,Johnson&Johnson,164656
Lithuania,01/08/2021,Moderna,224723
Lithuania,01/08/2021,Oxford/AstraZeneca,513426
Lithuania,01/08/2021,Pfizer/BioNTech,1749869
Lithuania,02/08/2021,Johnson&Johnson,166614
Lithuania,02/08/2021,Moderna,226032
Lithuania,02/08/2021,Oxford/AstraZeneca,518650
Lithuania,02/08/2021,Pfizer/BioNTech,1758352
Lithuania,03/08/2021,Johnson&Johnson,168368
Lithuania,03/08/2021,Moderna,226762
Lithuania,03/08/2021,Oxford/AstraZeneca,519876
Lithuania,03/08/2021,Pfizer/BioNTech,1768323
Lithuania,04/08/2021,Johnson&Johnson,175472
Lithuania,04/08/2021,Moderna,227529
Lithuania,04/08/2021,Oxford/AstraZeneca,520876
Lithuania,04/08/2021,Pfizer/BioNTech,1778807
