location,date,vaccine,total_vaccinations
France,13/06/2021,Moderna,4069577
France,13/06/2021,Oxford/AstraZeneca,5882891
France,13/06/2021,Pfizer/BioNTech,34316511
France,14/06/2021,Johnson&Johnson,458206
France,14/06/2021,Moderna,4118926
France,14/06/2021,Oxford/AstraZeneca,5926411
France,14/06/2021,Pfizer/BioNTech,34811949
France,15/06/2021,Johnson&Johnson,468987
France,15/06/2021,Moderna,4180669
France,15/06/2021,Oxford/AstraZeneca,6008318
France,15/06/2021,Pfizer/BioNTech,35349035
France,16/06/2021,Johnson&Johnson,477749
France,16/06/2021,Moderna,4232218
France,16/06/2021,Oxford/AstraZeneca,6075187
France,16/06/2021,Pfizer/BioNTech,35891122
France,17/06/2021,Johnson&Johnson,488505
France,17/06/2021,Moderna,4294885
France,17/06/2021,Oxford/AstraZeneca,6178545
France,17/06/2021,Pfizer/BioNTech,36401763
France,18/06/2021,Johnson&Johnson,500801
France,18/06/2021,Moderna,4370436
France,18/06/2021,Oxford/AstraZeneca,6298270
France,18/06/2021,Pfizer/BioNTech,36956912
France,19/06/2021,Johnson&Johnson,506301
France,19/06/2021,Moderna,4419796
France,19/06/2021,Oxford/AstraZeneca,6338422
France,19/06/2021,Pfizer/BioNTech,37359221
France,20/06/2021,Johnson&Johnson,506935
France,20/06/2021,Moderna,4432585
France,20/06/2021,Oxford/AstraZeneca,6341900
France,20/06/2021,Pfizer/BioNTech,37517376
France,21/06/2021,Johnson&Johnson,511872
France,21/06/2021,Moderna,4492740
France,21/06/2021,Oxford/AstraZeneca,6381815
France,21/06/2021,Pfizer/BioNTech,38008366
France,22/06/2021,Johnson&Johnson,519610
France,22/06/2021,Moderna,4570613
France,22/06/2021,Oxford/AstraZeneca,6452796
France,22/06/2021,Pfizer/BioNTech,38540612
France,23/06/2021,Johnson&Johnson,526600
France,23/06/2021,Moderna,4641952
France,23/06/2021,Oxford/AstraZeneca,6504480
France,23/06/2021,Pfizer/BioNTech,39082624
France,24/06/2021,Johnson&Johnson,535114
France,24/06/2021,Moderna,4720597
France,24/06/2021,Oxford/AstraZeneca,6582912
France,24/06/2021,Pfizer/BioNTech,39566562
France,25/06/2021,Johnson&Johnson,545089
France,25/06/2021,Moderna,4814367
France,25/06/2021,Oxford/AstraZeneca,6674227
France,25/06/2021,Pfizer/BioNTech,40119305
France,26/06/2021,Johnson&Johnson,549757
France,26/06/2021,Moderna,4889951
France,26/06/2021,Oxford/AstraZeneca,6707929
France,26/06/2021,Pfizer/BioNTech,40528460
France,27/06/2021,Johnson&Johnson,550372
France,27/06/2021,Moderna,4921835
France,27/06/2021,Oxford/AstraZeneca,6712063
France,27/06/2021,Pfizer/BioNTech,40703459
France,28/06/2021,Johnson&Johnson,554987
France,28/06/2021,Moderna,4988757
France,28/06/2021,Oxford/AstraZeneca,6743054
France,28/06/2021,Pfizer/BioNTech,41207707
France,29/06/2021,Johnson&Johnson,561836
France,29/06/2021,Moderna,5068600
France,29/06/2021,Oxford/AstraZeneca,6800059
France,29/06/2021,Pfizer/BioNTech,41752556
France,30/06/2021,Johnson&Johnson,568311
France,30/06/2021,Moderna,5142818
France,30/06/2021,Oxford/AstraZeneca,6846005
France,30/06/2021,Pfizer/BioNTech,42310809
France,01/07/2021,Johnson&Johnson,576264
France,01/07/2021,Moderna,5223212
France,01/07/2021,Oxford/AstraZeneca,6912821
France,01/07/2021,Pfizer/BioNTech,42840313
France,02/07/2021,Johnson&Johnson,585522
France,02/07/2021,Moderna,5309565
France,02/07/2021,Oxford/AstraZeneca,7004637
France,02/07/2021,Pfizer/BioNTech,43399384
France,03/07/2021,Johnson&Johnson,590250
France,03/07/2021,Moderna,5378826
France,03/07/2021,Oxford/AstraZeneca,7036444
France,03/07/2021,Pfizer/BioNTech,43803539
France,04/07/2021,Johnson&Johnson,590835
France,04/07/2021,Moderna,5404086
France,04/07/2021,Oxford/AstraZeneca,7040808
France,04/07/2021,Pfizer/BioNTech,43970826
France,05/07/2021,Johnson&Johnson,595466
France,05/07/2021,Moderna,5442544
France,05/07/2021,Oxford/AstraZeneca,7075335
France,05/07/2021,Pfizer/BioNTech,44479049
France,06/07/2021,Johnson&Johnson,602988
France,06/07/2021,Moderna,5493275
France,06/07/2021,Oxford/AstraZeneca,7132394
France,06/07/2021,Pfizer/BioNTech,45034321
France,07/07/2021,Johnson&Johnson,609792
France,07/07/2021,Moderna,5541220
France,07/07/2021,Oxford/AstraZeneca,7176325
France,07/07/2021,Pfizer/BioNTech,45585964
France,08/07/2021,Johnson&Johnson,618821
France,08/07/2021,Moderna,5601185
France,08/07/2021,Oxford/AstraZeneca,7238221
France,08/07/2021,Pfizer/BioNTech,46109838
France,09/07/2021,Johnson&Johnson,628938
France,09/07/2021,Moderna,5682588
France,09/07/2021,Oxford/AstraZeneca,7308353
France,09/07/2021,Pfizer/BioNTech,46686572
France,10/07/2021,Johnson&Johnson,633432
France,10/07/2021,Moderna,5729635
France,10/07/2021,Oxford/AstraZeneca,7334030
France,10/07/2021,Pfizer/BioNTech,47096969
France,11/07/2021,Johnson&Johnson,633938
France,11/07/2021,Moderna,5735618
France,11/07/2021,Oxford/AstraZeneca,7337418
France,11/07/2021,Pfizer/BioNTech,47256782
France,12/07/2021,Johnson&Johnson,639635
France,12/07/2021,Moderna,5785813
France,12/07/2021,Oxford/AstraZeneca,7361952
France,12/07/2021,Pfizer/BioNTech,47822923
France,13/07/2021,Johnson&Johnson,653704
France,13/07/2021,Moderna,5876213
France,13/07/2021,Oxford/AstraZeneca,7398339
France,13/07/2021,Pfizer/BioNTech,48496859
France,14/07/2021,Johnson&Johnson,655787
France,14/07/2021,Moderna,5886210
France,14/07/2021,Oxford/AstraZeneca,7401145
France,14/07/2021,Pfizer/BioNTech,48819096
France,15/07/2021,Johnson&Johnson,673832
France,15/07/2021,Moderna,5980435
France,15/07/2021,Oxford/AstraZeneca,7433768
France,15/07/2021,Pfizer/BioNTech,49522701
France,16/07/2021,Johnson&Johnson,696456
France,16/07/2021,Moderna,6100596
France,16/07/2021,Oxford/AstraZeneca,7475211
France,16/07/2021,Pfizer/BioNTech,50214180
France,17/07/2021,Johnson&Johnson,706033
France,17/07/2021,Moderna,6156099
France,17/07/2021,Oxford/AstraZeneca,7489969
France,17/07/2021,Pfizer/BioNTech,50713606
France,18/07/2021,Johnson&Johnson,707309
France,18/07/2021,Moderna,6167052
France,18/07/2021,Oxford/AstraZeneca,7492788
France,18/07/2021,Pfizer/BioNTech,50922796
France,19/07/2021,Johnson&Johnson,720067
France,19/07/2021,Moderna,6228687
France,19/07/2021,Oxford/AstraZeneca,7511251
France,19/07/2021,Pfizer/BioNTech,51540434
France,20/07/2021,Johnson&Johnson,737198
France,20/07/2021,Moderna,6325225
France,20/07/2021,Oxford/AstraZeneca,7540252
France,20/07/2021,Pfizer/BioNTech,52227010
France,21/07/2021,Johnson&Johnson,752555
France,21/07/2021,Moderna,6405194
France,21/07/2021,Oxford/AstraZeneca,7561608
France,21/07/2021,Pfizer/BioNTech,52913782
France,22/07/2021,Johnson&Johnson,770584
France,22/07/2021,Moderna,6502482
France,22/07/2021,Oxford/AstraZeneca,7591244
France,22/07/2021,Pfizer/BioNTech,53597365
France,23/07/2021,Johnson&Johnson,790743
France,23/07/2021,Moderna,6619909
France,23/07/2021,Oxford/AstraZeneca,7623954
France,23/07/2021,Pfizer/BioNTech,54288287
France,24/07/2021,Johnson&Johnson,799823
France,24/07/2021,Moderna,6677569
France,24/07/2021,Oxford/AstraZeneca,7631762
France,24/07/2021,Pfizer/BioNTech,54768831
France,25/07/2021,Johnson&Johnson,801035
France,25/07/2021,Moderna,6686901
France,25/07/2021,Oxford/AstraZeneca,7633290
France,25/07/2021,Pfizer/BioNTech,54957473
France,26/07/2021,Johnson&Johnson,811750
France,26/07/2021,Moderna,6745632
France,26/07/2021,Oxford/AstraZeneca,7644866
France,26/07/2021,Pfizer/BioNTech,55547572
France,27/07/2021,Johnson&Johnson,825993
France,27/07/2021,Moderna,6842635
France,27/07/2021,Oxford/AstraZeneca,7662977
France,27/07/2021,Pfizer/BioNTech,56202228
France,28/07/2021,Johnson&Johnson,838420
France,28/07/2021,Moderna,6924330
France,28/07/2021,Oxford/AstraZeneca,7676030
France,28/07/2021,Pfizer/BioNTech,56843896
France,29/07/2021,Johnson&Johnson,852197
France,29/07/2021,Moderna,7025449
France,29/07/2021,Oxford/AstraZeneca,7693013
France,29/07/2021,Pfizer/BioNTech,57477599
France,30/07/2021,Johnson&Johnson,867400
France,30/07/2021,Moderna,7137579
France,30/07/2021,Oxford/AstraZeneca,7712245
France,30/07/2021,Pfizer/BioNTech,58094243
France,31/07/2021,Johnson&Johnson,873999
France,31/07/2021,Moderna,7188377
France,31/07/2021,Oxford/AstraZeneca,7716352
France,31/07/2021,Pfizer/BioNTech,58502931
France,01/08/2021,Johnson&Johnson,874792
France,01/08/2021,Moderna,7195919
France,01/08/2021,Oxford/AstraZeneca,7716889
France,01/08/2021,Pfizer/BioNTech,58653770
France,02/08/2021,Johnson&Johnson,882328
France,02/08/2021,Moderna,7247671
France,02/08/2021,Oxford/AstraZeneca,7722404
France,02/08/2021,Pfizer/BioNTech,59155125
France,03/08/2021,Johnson&Johnson,892635
France,03/08/2021,Moderna,7331665
France,03/08/2021,Oxford/AstraZeneca,7730437
France,03/08/2021,Pfizer/BioNTech,59691663
France,04/08/2021,Johnson&Johnson,901739
France,04/08/2021,Moderna,7398945
France,04/08/2021,Oxford/AstraZeneca,7735727
France,04/08/2021,Pfizer/BioNTech,60202173
France,05/08/2021,Johnson&Johnson,910957
France,05/08/2021,Moderna,7485013
France,05/08/2021,Oxford/AstraZeneca,7739851
France,05/08/2021,Pfizer/BioNTech,60695270
France,06/08/2021,Johnson&Johnson,920652
France,06/08/2021,Moderna,7585376
France,06/08/2021,Oxford/AstraZeneca,7745060
France,06/08/2021,Pfizer/BioNTech,61209172
France,07/08/2021,Johnson&Johnson,925338
France,07/08/2021,Moderna,7628005
France,07/08/2021,Oxford/AstraZeneca,7747159
France,07/08/2021,Pfizer/BioNTech,61550094
France,08/08/2021,Johnson&Johnson,926213
France,08/08/2021,Moderna,7635434
France,08/08/2021,Oxford/AstraZeneca,7747650
France,08/08/2021,Pfizer/BioNTech,61677150
France,09/08/2021,Johnson&Johnson,931985
France,09/08/2021,Moderna,7685733
France,09/08/2021,Oxford/AstraZeneca,7750402
France,09/08/2021,Pfizer/BioNTech,62135293
France,10/08/2021,Johnson&Johnson,940354
France,10/08/2021,Moderna,7764078
France,10/08/2021,Oxford/AstraZeneca,7754591
France,10/08/2021,Pfizer/BioNTech,62626735
France,11/08/2021,Johnson&Johnson,948197
France,11/08/2021,Moderna,7824390
France,11/08/2021,Oxford/AstraZeneca,7757517
France,11/08/2021,Pfizer/BioNTech,63093578
France,12/08/2021,Johnson&Johnson,956096
France,12/08/2021,Moderna,7901873
France,12/08/2021,Oxford/AstraZeneca,7760370
France,12/08/2021,Pfizer/BioNTech,63552502
France,13/08/2021,Johnson&Johnson,962974
France,13/08/2021,Moderna,7980676
France,13/08/2021,Oxford/AstraZeneca,7762850
France,13/08/2021,Pfizer/BioNTech,63989852
France,14/08/2021,Johnson&Johnson,966384
France,14/08/2021,Moderna,8021759
France,14/08/2021,Oxford/AstraZeneca,7763916
France,14/08/2021,Pfizer/BioNTech,64285561
France,15/08/2021,Johnson&Johnson,966865
France,15/08/2021,Moderna,8028499
France,15/08/2021,Oxford/AstraZeneca,7764101
France,15/08/2021,Pfizer/BioNTech,64365693
France,16/08/2021,Johnson&Johnson,970589
France,16/08/2021,Moderna,8080761
France,16/08/2021,Oxford/AstraZeneca,7765284
France,16/08/2021,Pfizer/BioNTech,64809661
France,17/08/2021,Johnson&Johnson,975900
France,17/08/2021,Moderna,8162442
France,17/08/2021,Oxford/AstraZeneca,7766909
France,17/08/2021,Pfizer/BioNTech,65271526
France,18/08/2021,Johnson&Johnson,980795
France,18/08/2021,Moderna,8231018
France,18/08/2021,Oxford/AstraZeneca,7768399
France,18/08/2021,Pfizer/BioNTech,65718527
France,19/08/2021,Johnson&Johnson,985991
France,19/08/2021,Moderna,8314939
France,19/08/2021,Oxford/AstraZeneca,7769959
France,19/08/2021,Pfizer/BioNTech,66143530
France,20/08/2021,Johnson&Johnson,990888
France,20/08/2021,Moderna,8410713
France,20/08/2021,Oxford/AstraZeneca,7771723
France,20/08/2021,Pfizer/BioNTech,66589108
France,21/08/2021,Johnson&Johnson,992928
France,21/08/2021,Moderna,8452937
France,21/08/2021,Oxford/AstraZeneca,7772364
France,21/08/2021,Pfizer/BioNTech,66885832
France,22/08/2021,Johnson&Johnson,993261
France,22/08/2021,Moderna,8460092
France,22/08/2021,Oxford/AstraZeneca,7772549
France,22/08/2021,Pfizer/BioNTech,66996813
France,23/08/2021,Johnson&Johnson,995880
France,23/08/2021,Moderna,8514238
France,23/08/2021,Oxford/AstraZeneca,7773567
France,23/08/2021,Pfizer/BioNTech,67435204
France,24/08/2021,Johnson&Johnson,999377
France,24/08/2021,Moderna,8602069
France,24/08/2021,Oxford/AstraZeneca,7774624
France,24/08/2021,Pfizer/BioNTech,67880996
France,25/08/2021,Johnson&Johnson,1002727
France,25/08/2021,Moderna,8671318
France,25/08/2021,Oxford/AstraZeneca,7775550
France,25/08/2021,Pfizer/BioNTech,68307812
France,26/08/2021,Johnson&Johnson,1006247
France,26/08/2021,Moderna,8759202
France,26/08/2021,Oxford/AstraZeneca,7776556
France,26/08/2021,Pfizer/BioNTech,68699365
France,27/08/2021,Johnson&Johnson,1009676
France,27/08/2021,Moderna,8861501
France,27/08/2021,Oxford/AstraZeneca,7777652
France,27/08/2021,Pfizer/BioNTech,69126861
France,28/08/2021,Johnson&Johnson,1011252
France,28/08/2021,Moderna,8907592
France,28/08/2021,Oxford/AstraZeneca,7778083
France,28/08/2021,Pfizer/BioNTech,69418247
France,29/08/2021,Johnson&Johnson,1011605
France,29/08/2021,Moderna,8915313
France,29/08/2021,Oxford/AstraZeneca,7778224
France,29/08/2021,Pfizer/BioNTech,69520234
France,30/08/2021,Johnson&Johnson,1013442
France,30/08/2021,Moderna,8971446
France,30/08/2021,Oxford/AstraZeneca,7778876
France,30/08/2021,Pfizer/BioNTech,69904925
France,31/08/2021,Johnson&Johnson,1015763
France,31/08/2021,Moderna,9057438
France,31/08/2021,Oxford/AstraZeneca,7779669
France,31/08/2021,Pfizer/BioNTech,70286023
France,01/09/2021,Johnson&Johnson,1017659
France,01/09/2021,Moderna,9119393
France,01/09/2021,Oxford/AstraZeneca,7780208
France,01/09/2021,Pfizer/BioNTech,70642894
France,02/09/2021,Johnson&Johnson,1019818
France,02/09/2021,Moderna,9194654
France,02/09/2021,Oxford/AstraZeneca,7780914
France,02/09/2021,Pfizer/BioNTech,70937463
France,03/09/2021,Johnson&Johnson,1022070
France,03/09/2021,Moderna,9294438
France,03/09/2021,Oxford/AstraZeneca,7781592
France,03/09/2021,Pfizer/BioNTech,71266886
France,04/09/2021,Johnson&Johnson,1023333
France,04/09/2021,Moderna,9339649
France,04/09/2021,Oxford/AstraZeneca,7781899
France,04/09/2021,Pfizer/BioNTech,71535675
France,05/09/2021,Johnson&Johnson,1023576
France,05/09/2021,Moderna,9345769
France,05/09/2021,Oxford/AstraZeneca,7781970
France,05/09/2021,Pfizer/BioNTech,71598808
France,06/09/2021,Johnson&Johnson,1024869
France,06/09/2021,Moderna,9389732
France,06/09/2021,Oxford/AstraZeneca,7782420
France,06/09/2021,Pfizer/BioNTech,71832350
France,07/09/2021,Johnson&Johnson,1026345
France,07/09/2021,Moderna,9454203
France,07/09/2021,Oxford/AstraZeneca,7782985
France,07/09/2021,Pfizer/BioNTech,72050719
France,08/09/2021,Johnson&Johnson,1027608
France,08/09/2021,Moderna,9505433
France,08/09/2021,Oxford/AstraZeneca,7783398
France,08/09/2021,Pfizer/BioNTech,72315156
France,09/09/2021,Johnson&Johnson,1028850
France,09/09/2021,Moderna,9570423
France,09/09/2021,Oxford/AstraZeneca,7783825
France,09/09/2021,Pfizer/BioNTech,72513991
France,10/09/2021,Johnson&Johnson,1030212
France,10/09/2021,Moderna,9653767
France,10/09/2021,Oxford/AstraZeneca,7784307
France,10/09/2021,Pfizer/BioNTech,72752297
France,11/09/2021,Johnson&Johnson,1030883
France,11/09/2021,Moderna,9691181
France,11/09/2021,Oxford/AstraZeneca,7784572
France,11/09/2021,Pfizer/BioNTech,72957594
France,12/09/2021,Johnson&Johnson,1031011
France,12/09/2021,Moderna,9695954
France,12/09/2021,Oxford/AstraZeneca,7784627
France,12/09/2021,Pfizer/BioNTech,72999270
France,13/09/2021,Johnson&Johnson,1031848
France,13/09/2021,Moderna,9730809
France,13/09/2021,Oxford/AstraZeneca,7784991
France,13/09/2021,Pfizer/BioNTech,73183161
France,14/09/2021,Johnson&Johnson,1032776
France,14/09/2021,Moderna,9786153
France,14/09/2021,Oxford/AstraZeneca,7785307
France,14/09/2021,Pfizer/BioNTech,73372155
France,15/09/2021,Johnson&Johnson,1033549
France,15/09/2021,Moderna,9833286
France,15/09/2021,Oxford/AstraZeneca,7785580
France,15/09/2021,Pfizer/BioNTech,73609995
Germany,27/12/2020,Johnson&Johnson,0
Germany,27/12/2020,Moderna,6
Germany,27/12/2020,Oxford/AstraZeneca,0
Germany,27/12/2020,Pfizer/BioNTech,24313
Germany,28/12/2020,Johnson&Johnson,0
Germany,28/12/2020,Moderna,6
Germany,28/12/2020,Oxford/AstraZeneca,0
Germany,28/12/2020,Pfizer/BioNTech,42413
Germany,29/12/2020,Johnson&Johnson,0
Germany,29/12/2020,Moderna,6
Germany,29/12/2020,Oxford/AstraZeneca,1
Germany,29/12/2020,Pfizer/BioNTech,93008
Germany,30/12/2020,Johnson&Johnson,0
Germany,30/12/2020,Moderna,6
Germany,30/12/2020,Oxford/AstraZeneca,1
Germany,30/12/2020,Pfizer/BioNTech,156987
Germany,31/12/2020,Johnson&Johnson,0
Germany,31/12/2020,Moderna,6
Germany,31/12/2020,Oxford/AstraZeneca,1
Germany,31/12/2020,Pfizer/BioNTech,206946
Germany,01/01/2021,Johnson&Johnson,0
Germany,01/01/2021,Moderna,12
Germany,01/01/2021,Oxford/AstraZeneca,4
Germany,01/01/2021,Pfizer/BioNTech,232389
Germany,02/01/2021,Johnson&Johnson,0
Germany,02/01/2021,Moderna,12
Germany,02/01/2021,Oxford/AstraZeneca,4
Germany,02/01/2021,Pfizer/BioNTech,280453
Germany,03/01/2021,Johnson&Johnson,0
Germany,03/01/2021,Moderna,14
Germany,03/01/2021,Oxford/AstraZeneca,4
Germany,03/01/2021,Pfizer/BioNTech,303003
Germany,04/01/2021,Johnson&Johnson,0
Germany,04/01/2021,Moderna,15
Germany,04/01/2021,Oxford/AstraZeneca,4
Germany,04/01/2021,Pfizer/BioNTech,349051
Germany,05/01/2021,Johnson&Johnson,0
Germany,05/01/2021,Moderna,16
Germany,05/01/2021,Oxford/AstraZeneca,4
Germany,05/01/2021,Pfizer/BioNTech,401699
Germany,06/01/2021,Johnson&Johnson,0
Germany,06/01/2021,Moderna,22
Germany,06/01/2021,Oxford/AstraZeneca,7
Germany,06/01/2021,Pfizer/BioNTech,464824
Germany,07/01/2021,Johnson&Johnson,1
Germany,07/01/2021,Moderna,27
Germany,07/01/2021,Oxford/AstraZeneca,9
Germany,07/01/2021,Pfizer/BioNTech,519569
Germany,08/01/2021,Johnson&Johnson,1
Germany,08/01/2021,Moderna,78
Germany,08/01/2021,Oxford/AstraZeneca,10
Germany,08/01/2021,Pfizer/BioNTech,582302
Germany,09/01/2021,Johnson&Johnson,1
Germany,09/01/2021,Moderna,81
Germany,09/01/2021,Oxford/AstraZeneca,11
Germany,09/01/2021,Pfizer/BioNTech,642975
Germany,10/01/2021,Johnson&Johnson,1
Germany,10/01/2021,Moderna,90
Germany,10/01/2021,Oxford/AstraZeneca,11
Germany,10/01/2021,Pfizer/BioNTech,678907
Germany,11/01/2021,Johnson&Johnson,1
Germany,11/01/2021,Moderna,104
Germany,11/01/2021,Oxford/AstraZeneca,13
Germany,11/01/2021,Pfizer/BioNTech,747099
Germany,12/01/2021,Johnson&Johnson,1
Germany,12/01/2021,Moderna,121
Germany,12/01/2021,Oxford/AstraZeneca,16
Germany,12/01/2021,Pfizer/BioNTech,825985
Germany,13/01/2021,Johnson&Johnson,1
Germany,13/01/2021,Moderna,1298
Germany,13/01/2021,Oxford/AstraZeneca,16
Germany,13/01/2021,Pfizer/BioNTech,936633
Germany,14/01/2021,Johnson&Johnson,1
Germany,14/01/2021,Moderna,6456
Germany,14/01/2021,Oxford/AstraZeneca,16
Germany,14/01/2021,Pfizer/BioNTech,1015369
Germany,15/01/2021,Johnson&Johnson,1
Germany,15/01/2021,Moderna,11733
Germany,15/01/2021,Oxford/AstraZeneca,35
Germany,15/01/2021,Pfizer/BioNTech,1101586
Germany,16/01/2021,Johnson&Johnson,1
Germany,16/01/2021,Moderna,13416
Germany,16/01/2021,Oxford/AstraZeneca,36
Germany,16/01/2021,Pfizer/BioNTech,1157915
Germany,17/01/2021,Johnson&Johnson,2
Germany,17/01/2021,Moderna,14678
Germany,17/01/2021,Oxford/AstraZeneca,37
Germany,17/01/2021,Pfizer/BioNTech,1204407
Germany,18/01/2021,Johnson&Johnson,2
Germany,18/01/2021,Moderna,18934
Germany,18/01/2021,Oxford/AstraZeneca,38
Germany,18/01/2021,Pfizer/BioNTech,1282982
Germany,19/01/2021,Johnson&Johnson,2
Germany,19/01/2021,Moderna,22699
Germany,19/01/2021,Oxford/AstraZeneca,89
Germany,19/01/2021,Pfizer/BioNTech,1398762
Germany,20/01/2021,Johnson&Johnson,2
Germany,20/01/2021,Moderna,25538
Germany,20/01/2021,Oxford/AstraZeneca,93
Germany,20/01/2021,Pfizer/BioNTech,1528507
Germany,21/01/2021,Johnson&Johnson,2
Germany,21/01/2021,Moderna,28355
Germany,21/01/2021,Oxford/AstraZeneca,95
Germany,21/01/2021,Pfizer/BioNTech,1631082
Germany,22/01/2021,Johnson&Johnson,2
Germany,22/01/2021,Moderna,30546
Germany,22/01/2021,Oxford/AstraZeneca,108
Germany,22/01/2021,Pfizer/BioNTech,1731056
Germany,23/01/2021,Johnson&Johnson,2
Germany,23/01/2021,Moderna,30901
Germany,23/01/2021,Oxford/AstraZeneca,111
Germany,23/01/2021,Pfizer/BioNTech,1817639
Germany,24/01/2021,Johnson&Johnson,2
Germany,24/01/2021,Moderna,31100
Germany,24/01/2021,Oxford/AstraZeneca,115
Germany,24/01/2021,Pfizer/BioNTech,1865208
Germany,25/01/2021,Johnson&Johnson,2
Germany,25/01/2021,Moderna,32551
Germany,25/01/2021,Oxford/AstraZeneca,118
Germany,25/01/2021,Pfizer/BioNTech,1954680
Germany,26/01/2021,Johnson&Johnson,2
Germany,26/01/2021,Moderna,33991
Germany,26/01/2021,Oxford/AstraZeneca,125
Germany,26/01/2021,Pfizer/BioNTech,2051490
Germany,27/01/2021,Johnson&Johnson,3
Germany,27/01/2021,Moderna,35782
Germany,27/01/2021,Oxford/AstraZeneca,133
Germany,27/01/2021,Pfizer/BioNTech,2159028
Germany,28/01/2021,Johnson&Johnson,3
Germany,28/01/2021,Moderna,37411
Germany,28/01/2021,Oxford/AstraZeneca,136
Germany,28/01/2021,Pfizer/BioNTech,2249839
Germany,29/01/2021,Johnson&Johnson,3
Germany,29/01/2021,Moderna,38892
Germany,29/01/2021,Oxford/AstraZeneca,207
Germany,29/01/2021,Pfizer/BioNTech,2355857
Germany,30/01/2021,Johnson&Johnson,3
Germany,30/01/2021,Moderna,39772
Germany,30/01/2021,Oxford/AstraZeneca,210
Germany,30/01/2021,Pfizer/BioNTech,2442971
Germany,31/01/2021,Johnson&Johnson,3
Germany,31/01/2021,Moderna,40150
Germany,31/01/2021,Oxford/AstraZeneca,215
Germany,31/01/2021,Pfizer/BioNTech,2499701
Germany,01/02/2021,Johnson&Johnson,3
Germany,01/02/2021,Moderna,42362
Germany,01/02/2021,Oxford/AstraZeneca,270
Germany,01/02/2021,Pfizer/BioNTech,2617454
Germany,02/02/2021,Johnson&Johnson,3
Germany,02/02/2021,Moderna,45490
Germany,02/02/2021,Oxford/AstraZeneca,291
Germany,02/02/2021,Pfizer/BioNTech,2746976
Germany,03/02/2021,Johnson&Johnson,3
Germany,03/02/2021,Moderna,51887
Germany,03/02/2021,Oxford/AstraZeneca,317
Germany,03/02/2021,Pfizer/BioNTech,2903335
Germany,04/02/2021,Johnson&Johnson,3
Germany,04/02/2021,Moderna,57784
Germany,04/02/2021,Oxford/AstraZeneca,325
Germany,04/02/2021,Pfizer/BioNTech,3031819
Germany,05/02/2021,Johnson&Johnson,3
Germany,05/02/2021,Moderna,64254
Germany,05/02/2021,Oxford/AstraZeneca,333
Germany,05/02/2021,Pfizer/BioNTech,3172754
Germany,06/02/2021,Johnson&Johnson,3
Germany,06/02/2021,Moderna,66887
Germany,06/02/2021,Oxford/AstraZeneca,334
Germany,06/02/2021,Pfizer/BioNTech,3264183
Germany,07/02/2021,Johnson&Johnson,4
Germany,07/02/2021,Moderna,69220
Germany,07/02/2021,Oxford/AstraZeneca,336
Germany,07/02/2021,Pfizer/BioNTech,3315354
Germany,08/02/2021,Johnson&Johnson,5
Germany,08/02/2021,Moderna,73054
Germany,08/02/2021,Oxford/AstraZeneca,366
Germany,08/02/2021,Pfizer/BioNTech,3420849
Germany,09/02/2021,Johnson&Johnson,5
Germany,09/02/2021,Moderna,76494
Germany,09/02/2021,Oxford/AstraZeneca,552
Germany,09/02/2021,Pfizer/BioNTech,3551677
Germany,10/02/2021,Johnson&Johnson,5
Germany,10/02/2021,Moderna,80783
Germany,10/02/2021,Oxford/AstraZeneca,8942
Germany,10/02/2021,Pfizer/BioNTech,3694079
Germany,11/02/2021,Johnson&Johnson,7
Germany,11/02/2021,Moderna,88091
Germany,11/02/2021,Oxford/AstraZeneca,25333
Germany,11/02/2021,Pfizer/BioNTech,3814628
Germany,12/02/2021,Johnson&Johnson,10
Germany,12/02/2021,Moderna,97458
Germany,12/02/2021,Oxford/AstraZeneca,39748
Germany,12/02/2021,Pfizer/BioNTech,3946821
Germany,13/02/2021,Johnson&Johnson,11
Germany,13/02/2021,Moderna,100721
Germany,13/02/2021,Oxford/AstraZeneca,53163
Germany,13/02/2021,Pfizer/BioNTech,4037700
Germany,14/02/2021,Johnson&Johnson,12
Germany,14/02/2021,Moderna,103202
Germany,14/02/2021,Oxford/AstraZeneca,60462
Germany,14/02/2021,Pfizer/BioNTech,4093253
Germany,15/02/2021,Johnson&Johnson,13
Germany,15/02/2021,Moderna,108515
Germany,15/02/2021,Oxford/AstraZeneca,76008
Germany,15/02/2021,Pfizer/BioNTech,4198103
Germany,16/02/2021,Johnson&Johnson,14
Germany,16/02/2021,Moderna,114729
Germany,16/02/2021,Oxford/AstraZeneca,95697
Germany,16/02/2021,Pfizer/BioNTech,4306901
Germany,17/02/2021,Johnson&Johnson,15
Germany,17/02/2021,Moderna,122787
Germany,17/02/2021,Oxford/AstraZeneca,116661
Germany,17/02/2021,Pfizer/BioNTech,4429559
Germany,18/02/2021,Johnson&Johnson,20
Germany,18/02/2021,Moderna,131074
Germany,18/02/2021,Oxford/AstraZeneca,140614
Germany,18/02/2021,Pfizer/BioNTech,4542074
Germany,19/02/2021,Johnson&Johnson,21
Germany,19/02/2021,Moderna,141113
Germany,19/02/2021,Oxford/AstraZeneca,168194
Germany,19/02/2021,Pfizer/BioNTech,4663397
Germany,20/02/2021,Johnson&Johnson,22
Germany,20/02/2021,Moderna,145589
Germany,20/02/2021,Oxford/AstraZeneca,189546
Germany,20/02/2021,Pfizer/BioNTech,4749906
Germany,21/02/2021,Johnson&Johnson,23
Germany,21/02/2021,Moderna,149235
